DRG Definition,Provider Id,Provider Name,Provider Street Address,Provider City,Provider State,Provider Zip Code,Hospital Referral Region Description, Total Discharges , Average Covered Charges , Average Total Payments ,Average Medicare Payments
252 - OTHER VASCULAR PROCEDURES W MCC,330078,SISTERS OF CHARITY HOSPITAL,2157 MAIN STREET,BUFFALO,NY,14214,NY - Buffalo,24,$54459.58,$20501.83,$19789.20
252 - OTHER VASCULAR PROCEDURES W MCC,330101,NEW YORK-PRESBYTERIAN HOSPITAL,525 EAST 68TH STREET,NEW YORK,NY,10021,NY - Manhattan,167,$81688.89,$35824.54,$34743.62
252 - OTHER VASCULAR PROCEDURES W MCC,330104,NYACK HOSPITAL,160 NORTH MIDLAND AVENUE,NYACK,NY,10960,NJ - Hackensack,12,$67396.16,$23178.00,$22523.00
252 - OTHER VASCULAR PROCEDURES W MCC,330106,NORTH SHORE UNIVERSITY HOSPITAL,300 COMMUNITY DRIVE,MANHASSET,NY,11030,NY - East Long Island,66,$121960.04,$30684.21,$28067.86
252 - OTHER VASCULAR PROCEDURES W MCC,330119,LENOX HILL HOSPITAL,100 EAST 77TH STREET,NEW YORK,NY,10021,NY - Manhattan,93,$106111.21,$27893.15,$26480.67
252 - OTHER VASCULAR PROCEDURES W MCC,330125,ROCHESTER GENERAL HOSPITAL,1425 PORTLAND AVENUE,ROCHESTER,NY,14621,NY - Rochester,19,$27372.73,$18443.57,$17395.73
252 - OTHER VASCULAR PROCEDURES W MCC,330126,ORANGE REGIONAL MEDICAL CENTER,707 EAST MAIN STREET,MIDDLETOWN,NY,10940,NY - White Plains,25,$68401.56,$21637.88,$20963.80
252 - OTHER VASCULAR PROCEDURES W MCC,330127,JACOBI MEDICAL CENTER,1400 PELHAM PARKWAY SOUTH,BRONX,NY,10461,NY - Bronx,13,$38840.69,$43366.07,$42676.84
252 - OTHER VASCULAR PROCEDURES W MCC,330140,ST JOSEPH'S HOSPITAL HEALTH CENTER,301 PROSPECT AVENUE,SYRACUSE,NY,13203,NY - Syracuse,60,$48564.95,$21652.45,$20820.80
252 - OTHER VASCULAR PROCEDURES W MCC,330141,BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER,101 HOSPITAL ROAD,PATCHOGUE,NY,11772,NY - East Long Island,15,$117722.20,$21770.26,$21095.26
252 - OTHER VASCULAR PROCEDURES W MCC,330152,LONG ISLAND COLLEGE HOSPITAL,339 HICKS STREET,BROOKLYN,NY,11201,NY - Manhattan,25,$67151.84,$36853.00,$36124.84
252 - OTHER VASCULAR PROCEDURES W MCC,330153,ELLIS HOSPITAL,1101 NOTT STREET,SCHENECTADY,NY,12308,NY - Albany,16,$103352.00,$20484.06,$19590.00
252 - OTHER VASCULAR PROCEDURES W MCC,330158,GOOD SAMARITAN HOSPITAL OF SUFFERN,255 LAFAYETTE AVENUE,SUFFERN,NY,10901,NJ - Ridgewood,36,$115901.44,$23292.75,$22691.00
252 - OTHER VASCULAR PROCEDURES W MCC,330160,STATEN ISLAND UNIVERSITY HOSPITAL,475 SEAVIEW AVENUE,STATEN ISLAND,NY,10305,NY - Manhattan,24,$78896.04,$29980.54,$28153.00
252 - OTHER VASCULAR PROCEDURES W MCC,330167,WINTHROP-UNIVERSITY HOSPITAL,259 FIRST STREET,MINEOLA,NY,11501,NY - East Long Island,40,$114545.35,$28608.92,$27817.05
252 - OTHER VASCULAR PROCEDURES W MCC,330169,BETH ISRAEL MEDICAL CENTER,FIRST AVENUE AT 16TH STREET,NEW YORK,NY,10003,NY - Manhattan,86,$89391.68,$35681.36,$34500.95
252 - OTHER VASCULAR PROCEDURES W MCC,330182,"ST FRANCIS HOSPITAL, ROSLYN",100 PORT WASHINGTON BOULEVARD,ROSLYN,NY,11576,NY - East Long Island,104,$104004.14,$25572.06,$20522.38
252 - OTHER VASCULAR PROCEDURES W MCC,330185,JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON,75 NORTH COUNTRY ROAD,PORT JEFFERSON,NY,11777,NY - East Long Island,28,$86143.03,$21497.39,$19415.85
252 - OTHER VASCULAR PROCEDURES W MCC,330191,GLENS FALLS HOSPITAL,100 PARK STREET,GLENS FALLS,NY,12801,NY - Albany,24,$43326.95,$17617.04,$16647.33
252 - OTHER VASCULAR PROCEDURES W MCC,330193,FLUSHING HOSPITAL MEDICAL CENTER,45TH AVENUE AND PARSONS BOULEVARD,FLUSHING,NY,11355,NY - East Long Island,15,$47676.13,$32115.33,$31444.66
252 - OTHER VASCULAR PROCEDURES W MCC,330194,MAIMONIDES MEDICAL CENTER,4802 TENTH AVENUE,BROOKLYN,NY,11219,NY - Manhattan,71,$104310.56,$41539.67,$40265.15
252 - OTHER VASCULAR PROCEDURES W MCC,330195,LONG ISLAND JEWISH MEDICAL CENTER,270 - 05 76TH AVENUE,NEW HYDE PARK,NY,11040,NY - East Long Island,46,$103036.84,$35506.91,$34728.80
252 - OTHER VASCULAR PROCEDURES W MCC,330198,SOUTH NASSAU COMMUNITIES HOSPITAL,ONE HEALTHY WAY,OCEANSIDE,NY,11572,NY - East Long Island,16,$76343.62,$23088.12,$17661.93
252 - OTHER VASCULAR PROCEDURES W MCC,330203,CROUSE HOSPITAL,736 IRVING AVENUE,SYRACUSE,NY,13210,NY - Syracuse,42,$36262.66,$21856.21,$21158.47
252 - OTHER VASCULAR PROCEDURES W MCC,330208,ST JOHN'S RIVERSIDE HOSPITAL,976 NORTH BROADWAY,YONKERS,NY,10701,NY - White Plains,43,$52553.18,$26960.18,$26435.90
252 - OTHER VASCULAR PROCEDURES W MCC,330214,NYU HOSPITALS CENTER,550 FIRST AVENUE,NEW YORK,NY,10016,NY - Manhattan,61,$113379.93,$33913.37,$33266.31
252 - OTHER VASCULAR PROCEDURES W MCC,330221,WYCKOFF HEIGHTS MEDICAL CENTER,374 STOCKHOLM STREET,BROOKLYN,NY,11237,NY - Manhattan,48,$50043.54,$34237.29,$33529.87
252 - OTHER VASCULAR PROCEDURES W MCC,330233,BROOKDALE HOSPITAL MEDICAL CENTER,LINDEN BOULEVARD AT BROOKDALE PLAZA,BROOKLYN,NY,11212,NY - Manhattan,14,$57584.50,$35525.35,$34883.07
252 - OTHER VASCULAR PROCEDURES W MCC,330234,WESTCHESTER MEDICAL CENTER,100 WOODS RD,VALHALLA,NY,10595,NY - White Plains,24,$167400.87,$46590.00,$45990.00
252 - OTHER VASCULAR PROCEDURES W MCC,330236,NEW YORK METHODIST HOSPITAL,506 SIXTH STREET,BROOKLYN,NY,11215,NY - Manhattan,50,$46835.66,$30796.26,$29973.72
252 - OTHER VASCULAR PROCEDURES W MCC,330241,UNIVERSITY HOSPITAL S U N Y HEALTH SCIENCE CENTER,750 EAST ADAMS STREET,SYRACUSE,NY,13210,NY - Syracuse,12,$67804.00,$29645.50,$29179.16
252 - OTHER VASCULAR PROCEDURES W MCC,330250,CHAMPLAIN VALLEY PHYSICIANS HOSPITAL MEDICAL CTR,75 BEEKMAN STREET,PLATTSBURGH,NY,12901,VT - Burlington,23,$47127.78,$25214.13,$24579.82
252 - OTHER VASCULAR PROCEDURES W MCC,330259,MERCY MEDICAL CENTER,1000 NORTH VILLAGE AVENUE,ROCKVILLE CENTR,NY,11570,NY - East Long Island,12,$72555.58,$21707.50,$21261.41
252 - OTHER VASCULAR PROCEDURES W MCC,330261,PHELPS MEMORIAL HOSPITAL ASSN,701 NORTH BROADWAY,SLEEPY HOLLOW,NY,10591,NY - White Plains,17,$100586.47,$30322.17,$29464.00
252 - OTHER VASCULAR PROCEDURES W MCC,330264,ST LUKE'S CORNWALL HOSPITAL,70 DUBOIS STREET,NEWBURGH,NY,12550,NY - White Plains,11,$78280.72,$21411.90,$20794.45
252 - OTHER VASCULAR PROCEDURES W MCC,330285,STRONG MEMORIAL HOSPITAL,601 ELMWOOD AVE,ROCHESTER,NY,14642,NY - Rochester,28,$56154.89,$29201.14,$26108.89
252 - OTHER VASCULAR PROCEDURES W MCC,330286,GOOD SAMARITAN HOSPITAL MEDICAL CENTER,1000 MONTAUK HIGHWAY,WEST ISLIP,NY,11795,NY - East Long Island,29,$74369.79,$23061.51,$17499.96
252 - OTHER VASCULAR PROCEDURES W MCC,330304,WHITE PLAINS HOSPITAL CENTER,41 EAST POST R0AD,WHITE PLAINS,NY,10601,NY - White Plains,16,$52993.25,$20211.00,$19295.25
252 - OTHER VASCULAR PROCEDURES W MCC,330306,LUTHERAN MEDICAL CENTER,150 55TH STREET,BROOKLYN,NY,11220,NY - Manhattan,25,$51584.36,$36878.12,$35762.40
252 - OTHER VASCULAR PROCEDURES W MCC,330316,NEW YORK WESTCHESTER SQUARE MEDICAL CENTER,2475 ST RAYMOND AVENUE,BRONX,NY,10461,NY - Bronx,25,$39846.60,$23365.52,$22598.32
252 - OTHER VASCULAR PROCEDURES W MCC,330331,PLAINVIEW HOSPITAL,888 OLD COUNTRY ROAD,PLAINVIEW,NY,11803,NY - East Long Island,11,$52533.45,$21735.27,$19358.90
252 - OTHER VASCULAR PROCEDURES W MCC,330350,UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),445 LENOX ROAD,BROOKLYN,NY,11203,NY - Manhattan,42,$33092.47,$37128.80,$36174.33
252 - OTHER VASCULAR PROCEDURES W MCC,330353,FOREST HILLS HOSPITAL,102 - 01 66TH ROAD,FOREST HILLS,NY,11375,NY - East Long Island,18,$68249.83,$26289.61,$24107.11
252 - OTHER VASCULAR PROCEDURES W MCC,330393,UNIVERSITY HOSPITAL ( STONY BROOK ),HEALTH SCIENCES CENTER SUNY,STONY BROOK,NY,11794,NY - East Long Island,36,$98888.25,$34570.66,$32271.22
252 - OTHER VASCULAR PROCEDURES W MCC,330394,"UNITED HEALTH SERVICES HOSPITALS, INC",33-57 HARRISON STREET,JOHNSON CITY,NY,13790,NY - Binghamton,12,$37639.58,$19337.41,$18965.41
252 - OTHER VASCULAR PROCEDURES W MCC,330397,INTERFAITH MEDICAL CENTER,1545 ATLANTIC AVENUE,BROOKLYN,NY,11213,NY - Manhattan,12,$48090.66,$37231.75,$36574.08
252 - OTHER VASCULAR PROCEDURES W MCC,330399,ST BARNABAS HOSPITAL,4422 THIRD AVENUE,BRONX,NY,10457,NY - Bronx,11,$43369.45,$41437.72,$40880.45
252 - OTHER VASCULAR PROCEDURES W MCC,330401,ST CATHERINE OF SIENA HOSPITAL,50 ROUTE 25A,SMITHTOWN,NY,11787,NY - East Long Island,36,$90630.52,$20954.25,$19442.36
253 - OTHER VASCULAR PROCEDURES W CC,330005,KALEIDA HEALTH,"726 EXCHANGE STREET, SUITE 522",BUFFALO,NY,14210,NY - Buffalo,50,$42425.84,$18303.98,$16914.86
253 - OTHER VASCULAR PROCEDURES W CC,330011,"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC",169 RIVERSIDE DRIVE,BINGHAMTON,NY,13905,NY - Binghamton,15,$54642.46,$19021.20,$18499.33
253 - OTHER VASCULAR PROCEDURES W CC,330013,ALBANY MEDICAL CENTER HOSPITAL,43 NEW SCOTLAND AVENUE,ALBANY,NY,12208,NY - Albany,102,$65092.85,$19861.09,$17234.76
253 - OTHER VASCULAR PROCEDURES W CC,330014,JAMAICA HOSPITAL MEDICAL CENTER,89TH AVENUE AND VAN WYCK EXPRESSWAY,JAMAICA,NY,11418,NY - East Long Island,11,$63067.00,$29215.45,$27903.81
253 - OTHER VASCULAR PROCEDURES W CC,330023,VASSAR BROTHERS MEDICAL CENTER,45 READE PLACE,POUGHKEEPSIE,NY,12601,NY - Albany,28,$76794.00,$17545.89,$16865.46
253 - OTHER VASCULAR PROCEDURES W CC,330024,MOUNT SINAI HOSPITAL,ONE GUSTAVE L LEVY PLACE,NEW YORK,NY,10029,NY - Manhattan,135,$56171.65,$27473.45,$24949.13
253 - OTHER VASCULAR PROCEDURES W CC,330043,SOUTHSIDE HOSPITAL,301 EAST MAIN STREET,BAY SHORE,NY,11706,NY - East Long Island,24,$51975.16,$19017.41,$18406.91
253 - OTHER VASCULAR PROCEDURES W CC,330044,FAXTON-ST LUKE'S HEALTHCARE,1656 CHAMPLIN AVENUE,UTICA,NY,13503,NY - Elmira,20,$42530.20,$14257.85,$13467.05
253 - OTHER VASCULAR PROCEDURES W CC,330045,HUNTINGTON HOSPITAL,270 PARK AVENUE,HUNTINGTON,NY,11743,NY - East Long Island,21,$64854.33,$15987.52,$15451.52
253 - OTHER VASCULAR PROCEDURES W CC,330046,ST LUKE'S ROOSEVELT HOSPITAL,1111 AMSTERDAM AVENUE,NEW YORK,NY,10025,NY - Manhattan,29,$63595.44,$27125.10,$26429.10
253 - OTHER VASCULAR PROCEDURES W CC,330055,NEW YORK HOSPITAL MEDICAL CENTER OF QUEENS,56-45 MAIN STREET,FLUSHING,NY,11355,NY - East Long Island,19,$51835.31,$23629.57,$22977.57
253 - OTHER VASCULAR PROCEDURES W CC,330056,BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS,121 DEKALB AVENUE,BROOKLYN,NY,11201,NY - Manhattan,15,$51531.60,$30063.66,$29426.46
253 - OTHER VASCULAR PROCEDURES W CC,330057,ST PETER'S HOSPITAL,315 SOUTH MANNING BOULEVARD,ALBANY,NY,12208,NY - Albany,12,$47061.91,$13163.25,$12505.58
253 - OTHER VASCULAR PROCEDURES W CC,330059,MONTEFIORE MEDICAL CENTER,111 EAST 210TH STREET,BRONX,NY,10467,NY - Bronx,88,$84384.30,$28978.59,$27898.02
253 - OTHER VASCULAR PROCEDURES W CC,330078,SISTERS OF CHARITY HOSPITAL,2157 MAIN STREET,BUFFALO,NY,14214,NY - Buffalo,59,$27543.23,$15706.27,$13633.00
253 - OTHER VASCULAR PROCEDURES W CC,330090,ARNOT OGDEN MEDICAL CENTER,600 ROE AVENUE,ELMIRA,NY,14905,NY - Elmira,22,$37151.68,$14416.09,$13651.54
253 - OTHER VASCULAR PROCEDURES W CC,330101,NEW YORK-PRESBYTERIAN HOSPITAL,525 EAST 68TH STREET,NEW YORK,NY,10021,NY - Manhattan,221,$63479.00,$29000.24,$26322.19
253 - OTHER VASCULAR PROCEDURES W CC,330104,NYACK HOSPITAL,160 NORTH MIDLAND AVENUE,NYACK,NY,10960,NJ - Hackensack,22,$53989.09,$18714.40,$17846.95
253 - OTHER VASCULAR PROCEDURES W CC,330106,NORTH SHORE UNIVERSITY HOSPITAL,300 COMMUNITY DRIVE,MANHASSET,NY,11030,NY - East Long Island,76,$88076.19,$22797.40,$21605.46
253 - OTHER VASCULAR PROCEDURES W CC,330119,LENOX HILL HOSPITAL,100 EAST 77TH STREET,NEW YORK,NY,10021,NY - Manhattan,64,$74849.53,$22699.70,$20768.64
253 - OTHER VASCULAR PROCEDURES W CC,330125,ROCHESTER GENERAL HOSPITAL,1425 PORTLAND AVENUE,ROCHESTER,NY,14621,NY - Rochester,25,$26928.04,$15356.76,$14636.12
253 - OTHER VASCULAR PROCEDURES W CC,330126,ORANGE REGIONAL MEDICAL CENTER,707 EAST MAIN STREET,MIDDLETOWN,NY,10940,NY - White Plains,24,$93274.00,$17803.33,$16921.66
253 - OTHER VASCULAR PROCEDURES W CC,330136,MARY IMOGENE BASSETT HOSPITAL,ONE ATWELL ROAD,COOPERSTOWN,NY,13326,NY - Albany,36,$31926.61,$21821.72,$20017.83
253 - OTHER VASCULAR PROCEDURES W CC,330140,ST JOSEPH'S HOSPITAL HEALTH CENTER,301 PROSPECT AVENUE,SYRACUSE,NY,13203,NY - Syracuse,72,$35084.73,$16635.58,$15076.86
253 - OTHER VASCULAR PROCEDURES W CC,330141,BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER,101 HOSPITAL ROAD,PATCHOGUE,NY,11772,NY - East Long Island,12,$77407.25,$16992.41,$16288.91
253 - OTHER VASCULAR PROCEDURES W CC,330153,ELLIS HOSPITAL,1101 NOTT STREET,SCHENECTADY,NY,12308,NY - Albany,21,$65401.57,$14609.76,$14021.33
253 - OTHER VASCULAR PROCEDURES W CC,330158,GOOD SAMARITAN HOSPITAL OF SUFFERN,255 LAFAYETTE AVENUE,SUFFERN,NY,10901,NJ - Ridgewood,37,$97319.40,$18803.86,$17692.35
253 - OTHER VASCULAR PROCEDURES W CC,330160,STATEN ISLAND UNIVERSITY HOSPITAL,475 SEAVIEW AVENUE,STATEN ISLAND,NY,10305,NY - Manhattan,35,$63538.51,$22930.48,$22320.54
253 - OTHER VASCULAR PROCEDURES W CC,330167,WINTHROP-UNIVERSITY HOSPITAL,259 FIRST STREET,MINEOLA,NY,11501,NY - East Long Island,32,$74785.96,$21430.25,$20026.46
253 - OTHER VASCULAR PROCEDURES W CC,330169,BETH ISRAEL MEDICAL CENTER,FIRST AVENUE AT 16TH STREET,NEW YORK,NY,10003,NY - Manhattan,69,$74867.59,$26524.55,$24978.89
253 - OTHER VASCULAR PROCEDURES W CC,330182,"ST FRANCIS HOSPITAL, ROSLYN",100 PORT WASHINGTON BOULEVARD,ROSLYN,NY,11576,NY - East Long Island,145,$69435.12,$17189.73,$15444.23
253 - OTHER VASCULAR PROCEDURES W CC,330185,JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON,75 NORTH COUNTRY ROAD,PORT JEFFERSON,NY,11777,NY - East Long Island,30,$63657.36,$17201.06,$13601.50
253 - OTHER VASCULAR PROCEDURES W CC,330191,GLENS FALLS HOSPITAL,100 PARK STREET,GLENS FALLS,NY,12801,NY - Albany,20,$26915.20,$13024.95,$12130.55
253 - OTHER VASCULAR PROCEDURES W CC,330194,MAIMONIDES MEDICAL CENTER,4802 TENTH AVENUE,BROOKLYN,NY,11219,NY - Manhattan,51,$64322.31,$28999.09,$27768.05
253 - OTHER VASCULAR PROCEDURES W CC,330195,LONG ISLAND JEWISH MEDICAL CENTER,270 - 05 76TH AVENUE,NEW HYDE PARK,NY,11040,NY - East Long Island,57,$91769.71,$26981.36,$26201.40
253 - OTHER VASCULAR PROCEDURES W CC,330198,SOUTH NASSAU COMMUNITIES HOSPITAL,ONE HEALTHY WAY,OCEANSIDE,NY,11572,NY - East Long Island,23,$61698.82,$17062.13,$16478.47
253 - OTHER VASCULAR PROCEDURES W CC,330203,CROUSE HOSPITAL,736 IRVING AVENUE,SYRACUSE,NY,13210,NY - Syracuse,31,$29802.64,$17315.64,$16593.58
253 - OTHER VASCULAR PROCEDURES W CC,330208,ST JOHN'S RIVERSIDE HOSPITAL,976 NORTH BROADWAY,YONKERS,NY,10701,NY - White Plains,15,$46721.06,$21798.66,$20805.13
253 - OTHER VASCULAR PROCEDURES W CC,330214,NYU HOSPITALS CENTER,550 FIRST AVENUE,NEW YORK,NY,10016,NY - Manhattan,75,$75408.96,$23128.68,$21587.13
253 - OTHER VASCULAR PROCEDURES W CC,330221,WYCKOFF HEIGHTS MEDICAL CENTER,374 STOCKHOLM STREET,BROOKLYN,NY,11237,NY - Manhattan,14,$74465.78,$28918.28,$28276.00
253 - OTHER VASCULAR PROCEDURES W CC,330224,BENEDICTINE HOSPITAL,105 MARY'S AVENUE,KINGSTON,NY,12401,NY - Albany,15,$57509.73,$15222.86,$14405.60
253 - OTHER VASCULAR PROCEDURES W CC,330234,WESTCHESTER MEDICAL CENTER,100 WOODS RD,VALHALLA,NY,10595,NY - White Plains,34,$148462.00,$43313.11,$35060.44
253 - OTHER VASCULAR PROCEDURES W CC,330236,NEW YORK METHODIST HOSPITAL,506 SIXTH STREET,BROOKLYN,NY,11215,NY - Manhattan,25,$49433.96,$25383.32,$24934.36
253 - OTHER VASCULAR PROCEDURES W CC,330241,UNIVERSITY HOSPITAL S U N Y HEALTH SCIENCE CENTER,750 EAST ADAMS STREET,SYRACUSE,NY,13210,NY - Syracuse,15,$67258.80,$24524.86,$19695.00
253 - OTHER VASCULAR PROCEDURES W CC,330245,ST ELIZABETH MEDICAL CENTER,2209 GENESEE STREET,UTICA,NY,13501,NY - Elmira,27,$36000.29,$14501.51,$13163.22
253 - OTHER VASCULAR PROCEDURES W CC,330250,CHAMPLAIN VALLEY PHYSICIANS HOSPITAL MEDICAL CTR,75 BEEKMAN STREET,PLATTSBURGH,NY,12901,VT - Burlington,22,$56503.50,$22854.40,$18384.04
253 - OTHER VASCULAR PROCEDURES W CC,330259,MERCY MEDICAL CENTER,1000 NORTH VILLAGE AVENUE,ROCKVILLE CENTR,NY,11570,NY - East Long Island,23,$56910.65,$18008.26,$17417.65
253 - OTHER VASCULAR PROCEDURES W CC,330261,PHELPS MEMORIAL HOSPITAL ASSN,701 NORTH BROADWAY,SLEEPY HOLLOW,NY,10591,NY - White Plains,15,$97096.13,$20641.53,$19742.40
253 - OTHER VASCULAR PROCEDURES W CC,330264,ST LUKE'S CORNWALL HOSPITAL,70 DUBOIS STREET,NEWBURGH,NY,12550,NY - White Plains,12,$77197.08,$17198.16,$16729.16
253 - OTHER VASCULAR PROCEDURES W CC,330273,PUTNAM HOSPITAL CENTER,670 STONELEIGH AVENUE,CARMEL,NY,10512,CT - New Haven,13,$100503.92,$16456.76,$15687.92
253 - OTHER VASCULAR PROCEDURES W CC,330279,MERCY HOSPITAL,565 ABBOTT ROAD,BUFFALO,NY,14220,NY - Buffalo,18,$29301.33,$13793.11,$13047.33
253 - OTHER VASCULAR PROCEDURES W CC,330285,STRONG MEMORIAL HOSPITAL,601 ELMWOOD AVE,ROCHESTER,NY,14642,NY - Rochester,27,$28826.77,$20692.74,$18692.66
253 - OTHER VASCULAR PROCEDURES W CC,330286,GOOD SAMARITAN HOSPITAL MEDICAL CENTER,1000 MONTAUK HIGHWAY,WEST ISLIP,NY,11795,NY - East Long Island,30,$63653.80,$17972.06,$15732.26
253 - OTHER VASCULAR PROCEDURES W CC,330304,WHITE PLAINS HOSPITAL CENTER,41 EAST POST R0AD,WHITE PLAINS,NY,10601,NY - White Plains,16,$49108.50,$17371.50,$16668.00
253 - OTHER VASCULAR PROCEDURES W CC,330306,LUTHERAN MEDICAL CENTER,150 55TH STREET,BROOKLYN,NY,11220,NY - Manhattan,26,$39658.88,$28518.92,$27713.34
253 - OTHER VASCULAR PROCEDURES W CC,330316,NEW YORK WESTCHESTER SQUARE MEDICAL CENTER,2475 ST RAYMOND AVENUE,BRONX,NY,10461,NY - Bronx,25,$37483.12,$19210.24,$17156.20
253 - OTHER VASCULAR PROCEDURES W CC,330331,PLAINVIEW HOSPITAL,888 OLD COUNTRY ROAD,PLAINVIEW,NY,11803,NY - East Long Island,22,$59516.63,$18776.40,$15477.27
253 - OTHER VASCULAR PROCEDURES W CC,330353,FOREST HILLS HOSPITAL,102 - 01 66TH ROAD,FOREST HILLS,NY,11375,NY - East Long Island,11,$75458.00,$21843.36,$21203.72
253 - OTHER VASCULAR PROCEDURES W CC,330393,UNIVERSITY HOSPITAL ( STONY BROOK ),HEALTH SCIENCES CENTER SUNY,STONY BROOK,NY,11794,NY - East Long Island,29,$66759.86,$24110.44,$23073.55
253 - OTHER VASCULAR PROCEDURES W CC,330394,"UNITED HEALTH SERVICES HOSPITALS, INC",33-57 HARRISON STREET,JOHNSON CITY,NY,13790,NY - Binghamton,27,$37619.25,$15987.59,$15030.44
253 - OTHER VASCULAR PROCEDURES W CC,330401,ST CATHERINE OF SIENA HOSPITAL,50 ROUTE 25A,SMITHTOWN,NY,11787,NY - East Long Island,29,$109779.51,$17528.89,$15674.75
254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,330005,KALEIDA HEALTH,"726 EXCHANGE STREET, SUITE 522",BUFFALO,NY,14210,NY - Buffalo,41,$34893.51,$11991.85,$10704.63
254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,330011,"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC",169 RIVERSIDE DRIVE,BINGHAMTON,NY,13905,NY - Binghamton,12,$45728.66,$11640.75,$10797.08
254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,330013,ALBANY MEDICAL CENTER HOSPITAL,43 NEW SCOTLAND AVENUE,ALBANY,NY,12208,NY - Albany,48,$41589.58,$12223.04,$11345.50
254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,330023,VASSAR BROTHERS MEDICAL CENTER,45 READE PLACE,POUGHKEEPSIE,NY,12601,NY - Albany,22,$34220.13,$11300.00,$10484.00
254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,330024,MOUNT SINAI HOSPITAL,ONE GUSTAVE L LEVY PLACE,NEW YORK,NY,10029,NY - Manhattan,161,$29636.49,$17609.90,$15159.89
254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,330043,SOUTHSIDE HOSPITAL,301 EAST MAIN STREET,BAY SHORE,NY,11706,NY - East Long Island,29,$50663.06,$12755.75,$12138.93
254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,330046,ST LUKE'S ROOSEVELT HOSPITAL,1111 AMSTERDAM AVENUE,NEW YORK,NY,10025,NY - Manhattan,34,$31067.85,$17469.91,$16119.73
254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,330057,ST PETER'S HOSPITAL,315 SOUTH MANNING BOULEVARD,ALBANY,NY,12208,NY - Albany,15,$27551.33,$8733.80,$7681.53
254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,330059,MONTEFIORE MEDICAL CENTER,111 EAST 210TH STREET,BRONX,NY,10467,NY - Bronx,34,$51397.26,$19694.05,$17259.82
254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,330064,NEW YORK DOWNTOWN HOSPITAL,170 WILLIAM STREET,NEW YORK,NY,10038,NY - Manhattan,15,$10906.93,$18675.33,$17853.73
254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,330067,ST FRANCIS HOSPITAL,241 NORTH ROAD,POUGHKEEPSIE,NY,12601,NY - Albany,12,$56115.58,$13284.75,$12443.75
254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,330078,SISTERS OF CHARITY HOSPITAL,2157 MAIN STREET,BUFFALO,NY,14214,NY - Buffalo,29,$14801.65,$10376.37,$8786.55
254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,330101,NEW YORK-PRESBYTERIAN HOSPITAL,525 EAST 68TH STREET,NEW YORK,NY,10021,NY - Manhattan,211,$30854.72,$17664.34,$15650.01
254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,330104,NYACK HOSPITAL,160 NORTH MIDLAND AVENUE,NYACK,NY,10960,NJ - Hackensack,16,$43420.25,$12467.00,$11038.37
254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,330106,NORTH SHORE UNIVERSITY HOSPITAL,300 COMMUNITY DRIVE,MANHASSET,NY,11030,NY - East Long Island,54,$44485.20,$15400.72,$12717.03
254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,330119,LENOX HILL HOSPITAL,100 EAST 77TH STREET,NEW YORK,NY,10021,NY - Manhattan,115,$40578.31,$14309.47,$13086.32
254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,330125,ROCHESTER GENERAL HOSPITAL,1425 PORTLAND AVENUE,ROCHESTER,NY,14621,NY - Rochester,20,$20409.05,$10175.50,$8720.65
254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,330126,ORANGE REGIONAL MEDICAL CENTER,707 EAST MAIN STREET,MIDDLETOWN,NY,10940,NY - White Plains,16,$55691.18,$13164.18,$10171.18
254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,330136,MARY IMOGENE BASSETT HOSPITAL,ONE ATWELL ROAD,COOPERSTOWN,NY,13326,NY - Albany,21,$22692.80,$14093.47,$12716.47
254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,330140,ST JOSEPH'S HOSPITAL HEALTH CENTER,301 PROSPECT AVENUE,SYRACUSE,NY,13203,NY - Syracuse,92,$22650.96,$11027.05,$9191.82
